Month,Date,Profile Name,Channel,Content Type,Likes,Comments,Labels,Interactions,Insights - Reach,Insights - Impressions,Insights - Saves,Insights - Engagement,Insights - Video Views
Januari,1/1/2019,Orange_id,INSTAGRAM,carousel,282,4,ORGANIC,286,"3,732","7,367",1,287,
Januari,1/2/2019,Orange_id,INSTAGRAM,video,158,2,ORGANIC,160,"3,407","4,696",11,171,"1,110"
Januari,1/3/2019,Orange_id,INSTAGRAM,carousel,346,11,ORGANIC,357,"4,607","8,526",6,363,
Januari,1/4/2019,Orange_id,INSTAGRAM,carousel,197,1,ORGANIC,198,"3,412","6,446",11,209,
Januari,1/8/2019,Orange_id,INSTAGRAM,carousel,674,15,ORGANIC,689,"9,156","15,817",134,823,
Januari,1/10/2019,Orange_id,INSTAGRAM,video,181,6,ORGANIC,187,"3,334","4,399",9,196,849
Januari,1/12/2019,Orange_id,INSTAGRAM,carousel,505,54,ORGANIC,559,"6,685","13,287",16,575,
Januari,1/15/2019,Orange_id,INSTAGRAM,carousel,317,5,ORGANIC,322,"4,010","7,951",58,380,
Januari,1/16/2019,Orange_id,INSTAGRAM,carousel,871,69,PROMOTED,940,"12,128","22,266",308,"1,248",
Januari,1/17/2019,Orange_id,INSTAGRAM,carousel,93,1,ORGANIC,94,,,,94,
Januari,1/17/2019,Orange_id,INSTAGRAM,carousel,388,7,ORGANIC,395,"5,121","8,305",18,413,
Januari,1/20/2019,Orange_id,INSTAGRAM,image,673,18,PROMOTED,691,"14,393","19,364",231,922,
Januari,1/22/2019,Orange_id,INSTAGRAM,video,140,1,ORGANIC,141,"2,800","3,748",4,145,912
Januari,1/23/2019,Orange_id,INSTAGRAM,video,115,8,ORGANIC,123,"2,421","3,290",4,127,699
Januari,1/24/2019,Orange_id,INSTAGRAM,carousel,277,6,ORGANIC,283,"4,090","7,086",14,297,
Januari,1/29/2019,Orange_id,INSTAGRAM,carousel,178,,ORGANIC,178,"2,741","5,152",27,205,
Januari,1/31/2019,Orange_id,INSTAGRAM,carousel,1078,42,PROMOTED,"1,120","10,051","17,633",83,"1,203",
Februari,2/3/2019,Orange_id,INSTAGRAM,carousel,658,36,ORGANIC,694,"6,168","12,460",51,745,
Februari,2/4/2019,Orange_id,INSTAGRAM,carousel,295,7,ORGANIC,302,"3,708","6,931",4,306,
Februari,2/8/2019,Orange_id,INSTAGRAM,carousel,168,,ORGANIC,168,"2,491","4,885",10,178,
Februari,2/8/2019,Orange_id,INSTAGRAM,carousel,491,50,ORGANIC,541,"6,934","12,686",15,556,
Februari,2/9/2019,Orange_id,INSTAGRAM,video,139,,ORGANIC,139,"2,719","3,849",9,148,862
Februari,2/10/2019,Orange_id,INSTAGRAM,carousel,299,5,ORGANIC,304,"3,466","6,558",1,305,
Februari,2/10/2019,Orange_id,INSTAGRAM,carousel,544,14,ORGANIC,558,"6,805","11,967",29,587,
Februari,2/11/2019,Orange_id,INSTAGRAM,carousel,517,14,ORGANIC,531,"4,902","9,117",3,534,
Februari,2/12/2019,Orange_id,INSTAGRAM,video,171,1,ORGANIC,172,"2,815","3,761",8,180,"1,060"
Februari,2/13/2019,Orange_id,INSTAGRAM,carousel,303,6,ORGANIC,309,"4,487","7,674",18,327,
Februari,2/14/2019,Orange_id,INSTAGRAM,carousel,415,12,ORGANIC,427,"5,932","10,086",45,472,
Februari,2/19/2019,Orange_id,INSTAGRAM,carousel,817,134,PROMOTED,951,"11,956","22,460",100,"1,051",
Februari,2/20/2019,Orange_id,INSTAGRAM,video,179,9,ORGANIC,188,"3,067","4,301",6,194,"1,079"
Februari,2/22/2019,Orange_id,INSTAGRAM,video,227,12,ORGANIC,239,"4,532","6,151",4,243,"2,043"
Februari,2/23/2019,Orange_id,INSTAGRAM,video,281,21,PROMOTED,302,"6,198","8,203",34,336,"2,743"
Februari,2/26/2019,Orange_id,INSTAGRAM,carousel,721,24,ORGANIC,745,"6,745","13,521",17,762,
Februari,2/28/2019,Orange_id,INSTAGRAM,video,187,3,ORGANIC,190,"3,860","5,451",3,193,"1,501"
Februari,2/28/2019,Orange_id,INSTAGRAM,carousel,865,25,PROMOTED,890,"11,041","18,824",37,927,
Maret,3/1/2019,Orange_id,INSTAGRAM,video,118,1,ORGANIC,119,"3,739","5,216",2,121,"1,361"
Maret,3/1/2019,Orange_id,INSTAGRAM,video,121,6,ORGANIC,127,"3,140","4,415",4,131,978
Maret,3/1/2019,Orange_id,INSTAGRAM,video,138,14,ORGANIC,152,"4,053","5,680",21,173,"1,187"
Maret,3/1/2019,Orange_id,INSTAGRAM,carousel,186,1,ORGANIC,187,"3,450","6,803",3,190,
Maret,3/2/2019,Orange_id,INSTAGRAM,video,132,1,ORGANIC,133,"4,039","5,399",1,134,"1,542"
Maret,3/2/2019,Orange_id,INSTAGRAM,,,,ORGANIC,,,,,,
Maret,3/2/2019,Orange_id,INSTAGRAM,carousel,376,4,ORGANIC,380,"5,414","9,850",7,387,
Maret,3/3/2019,Orange_id,INSTAGRAM,video,231,4,ORGANIC,235,"4,734","6,368",14,249,"1,839"
Maret,3/3/2019,Orange_id,INSTAGRAM,carousel,215,2,ORGANIC,217,"2,971","5,774",2,219,
Maret,3/3/2019,Orange_id,INSTAGRAM,carousel,250,,ORGANIC,250,"3,648","6,531",4,254,
Maret,3/3/2019,Orange_id,INSTAGRAM,carousel,160,,ORGANIC,160,"2,993","5,295",4,164,
Maret,3/3/2019,Orange_id,INSTAGRAM,carousel,194,1,ORGANIC,195,"2,942","5,600",0,195,
Maret,3/3/2019,Orange_id,INSTAGRAM,carousel,190,,ORGANIC,190,"3,360","6,038",2,192,
Maret,3/3/2019,Orange_id,INSTAGRAM,carousel,287,2,ORGANIC,289,"4,597","8,441",8,297,
Maret,3/5/2019,Orange_id,INSTAGRAM,carousel,293,6,ORGANIC,299,"4,203","7,361",1,300,
Maret,3/6/2019,Orange_id,INSTAGRAM,video,146,,ORGANIC,146,"3,532","4,617",10,156,"1,126"
Maret,3/7/2019,Orange_id,INSTAGRAM,carousel,135,,ORGANIC,135,"2,573","5,221",10,145,
Maret,3/8/2019,Orange_id,INSTAGRAM,carousel,381,4,ORGANIC,385,"6,038","10,831",48,433,
Maret,3/8/2019,Orange_id,INSTAGRAM,video,158,9,ORGANIC,167,"4,283","6,024",4,171,"1,385"
Maret,3/9/2019,Orange_id,INSTAGRAM,carousel,257,1,ORGANIC,258,"3,847","7,652",17,275,
Maret,3/10/2019,Orange_id,INSTAGRAM,carousel,356,4,ORGANIC,360,"4,505","8,626",7,367,
Maret,3/10/2019,Orange_id,INSTAGRAM,image,570,115,PROMOTED,685,"13,506","20,342",21,706,
Maret,3/13/2019,Orange_id,INSTAGRAM,video,151,5,ORGANIC,156,"3,913","5,301",9,165,"1,256"
Maret,3/15/2019,Orange_id,INSTAGRAM,carousel,588,5,ORGANIC,593,"7,514","13,055",19,612,
Maret,3/17/2019,Orange_id,INSTAGRAM,carousel,194,1,ORGANIC,195,"2,796","5,851",3,198,
Maret,3/17/2019,Orange_id,INSTAGRAM,carousel,324,53,ORGANIC,377,"5,193","11,070",13,390,
Maret,3/18/2019,Orange_id,INSTAGRAM,carousel,354,3,ORGANIC,357,"4,635","8,429",14,371,
Maret,3/20/2019,Orange_id,INSTAGRAM,image,414,29,ORGANIC,443,"8,142","11,554",26,469,
Maret,3/20/2019,Orange_id,INSTAGRAM,carousel,680,9,ORGANIC,689,"7,418","15,518",160,849,
Maret,3/21/2019,Orange_id,INSTAGRAM,carousel,569,7,ORGANIC,576,"7,055","12,336",70,646,
Maret,3/24/2019,Orange_id,INSTAGRAM,carousel,413,10,ORGANIC,423,"6,014","10,486",23,446,
Maret,3/24/2019,Orange_id,INSTAGRAM,video,90,2,ORGANIC,92,"2,249","3,353",2,94,646
Maret,3/24/2019,Orange_id,INSTAGRAM,carousel,367,43,ORGANIC,410,"4,588","10,380",10,420,
Maret,3/25/2019,Orange_id,INSTAGRAM,image,119,1,ORGANIC,120,"3,345","4,590",0,120,
Maret,3/29/2019,Orange_id,INSTAGRAM,carousel,945,26,PROMOTED,971,"8,289","16,206",26,997,
Maret,3/29/2019,Orange_id,INSTAGRAM,image,138,,ORGANIC,138,"2,963","4,190",1,139,
Maret,3/30/2019,Orange_id,INSTAGRAM,video,23,2,ORGANIC,25,,,,25,
Maret,3/30/2019,Orange_id,INSTAGRAM,video,112,,ORGANIC,112,"2,291","3,364",15,127,729
Maret,3/31/2019,Orange_id,INSTAGRAM,carousel,231,2,ORGANIC,233,"3,076","6,133",3,236,
Maret,3/31/2019,Orange_id,INSTAGRAM,carousel,362,43,ORGANIC,405,"4,425","9,023",8,413,
Januari,1/1/2019,Strawberry Spot,INSTAGRAM,image,385,1,ORGANIC,386,"10,003","13,060",1,387,
Januari,1/1/2019,Strawberry Spot,INSTAGRAM,image,661,1,ORGANIC,662,"13,401","17,702",4,666,
Januari,1/1/2019,Strawberry Spot,INSTAGRAM,image,805,3,ORGANIC,808,"15,426","20,054",2,810,
Januari,1/1/2019,Strawberry Spot,INSTAGRAM,image,1607,15,ORGANIC,"1,622","23,096","29,018",6,"1,628",
Januari,1/1/2019,Strawberry Spot,INSTAGRAM,image,617,11,ORGANIC,628,"15,030","20,124",2,630,
Januari,1/1/2019,Strawberry Spot,INSTAGRAM,image,2243,30,ORGANIC,"2,273","28,531","36,874",6,"2,279",
Januari,1/2/2019,Strawberry Spot,INSTAGRAM,image,1675,22,ORGANIC,"1,697","24,108","30,736",6,"1,703",
Januari,1/2/2019,Strawberry Spot,INSTAGRAM,image,789,2,ORGANIC,791,"14,528","18,638",7,798,
Januari,1/2/2019,Strawberry Spot,INSTAGRAM,image,512,8,ORGANIC,520,"12,839","17,051",2,522,
Januari,1/3/2019,Strawberry Spot,INSTAGRAM,image,1801,19,ORGANIC,"1,820","28,218","35,805",39,"1,859",
Januari,1/3/2019,Strawberry Spot,INSTAGRAM,image,2371,289,ORGANIC,"2,660","37,084","48,997",19,"2,679",
Januari,1/3/2019,Strawberry Spot,INSTAGRAM,video,274,,ORGANIC,274,"7,368","10,206",1,275,"1,679"
Januari,1/4/2019,Strawberry Spot,INSTAGRAM,image,3059,26,ORGANIC,"3,085","34,446","45,909",39,"3,124",
Januari,1/4/2019,Strawberry Spot,INSTAGRAM,image,943,2,ORGANIC,945,"14,998","19,071",6,951,
Januari,1/4/2019,Strawberry Spot,INSTAGRAM,image,445,,ORGANIC,445,"9,811","12,957",1,446,
Januari,1/4/2019,Strawberry Spot,INSTAGRAM,image,3256,31,ORGANIC,"3,287","36,835","45,574",24,"3,311",
Januari,1/4/2019,Strawberry Spot,INSTAGRAM,video,413,12,ORGANIC,425,"11,325","15,074",2,427,"3,177"
Januari,1/4/2019,Strawberry Spot,INSTAGRAM,image,696,,ORGANIC,696,"13,098","17,211",2,698,
Januari,1/5/2019,Strawberry Spot,INSTAGRAM,image,795,1,ORGANIC,796,"14,293","19,266",18,814,
Januari,1/6/2019,Strawberry Spot,INSTAGRAM,image,856,1,ORGANIC,857,"14,380","19,187",37,894,
Januari,1/6/2019,Strawberry Spot,INSTAGRAM,image,833,10,ORGANIC,843,"17,520","22,388",4,847,
Januari,1/6/2019,Strawberry Spot,INSTAGRAM,image,2570,527,ORGANIC,"3,097","41,228","56,485",8,"3,105",
Januari,1/6/2019,Strawberry Spot,INSTAGRAM,image,888,4,ORGANIC,892,"15,351","19,556",4,896,
Januari,1/6/2019,Strawberry Spot,INSTAGRAM,image,921,7,ORGANIC,928,"16,567","21,910",9,937,
Januari,1/7/2019,Strawberry Spot,INSTAGRAM,image,1446,17,ORGANIC,"1,463","21,487","27,309",5,"1,468",
Januari,1/7/2019,Strawberry Spot,INSTAGRAM,image,622,,ORGANIC,622,"14,271","17,955",7,629,
Januari,1/7/2019,Strawberry Spot,INSTAGRAM,image,828,38,ORGANIC,866,"20,881","26,771",6,872,
Januari,1/8/2019,Strawberry Spot,INSTAGRAM,image,641,12,ORGANIC,653,"14,430","18,589",2,655,
Januari,1/8/2019,Strawberry Spot,INSTAGRAM,image,639,4,ORGANIC,643,"12,193","16,143",2,645,
Januari,1/8/2019,Strawberry Spot,INSTAGRAM,image,761,3,ORGANIC,764,"13,718","18,081",4,768,
Januari,1/8/2019,Strawberry Spot,INSTAGRAM,image,680,2,ORGANIC,682,"12,007","15,736",2,684,
Januari,1/8/2019,Strawberry Spot,INSTAGRAM,image,2039,56,ORGANIC,"2,095","31,482","40,586",14,"2,109",
Januari,1/8/2019,Strawberry Spot,INSTAGRAM,image,949,6,ORGANIC,955,"18,119","22,672",3,958,
Januari,1/9/2019,Strawberry Spot,INSTAGRAM,image,1653,32,ORGANIC,"1,685","26,153","32,728",6,"1,691",
Januari,1/9/2019,Strawberry Spot,INSTAGRAM,image,462,1,ORGANIC,463,"9,294","12,627",0,463,
Januari,1/9/2019,Strawberry Spot,INSTAGRAM,image,1891,211,ORGANIC,"2,102","33,225","43,255",7,"2,154",
Januari,1/9/2019,Strawberry Spot,INSTAGRAM,image,1588,24,ORGANIC,"1,612","27,855","35,111",12,"1,624",
Januari,1/10/2019,Strawberry Spot,INSTAGRAM,image,369,,ORGANIC,369,"7,917","10,882",1,370,
Januari,1/10/2019,Strawberry Spot,INSTAGRAM,video,494,6,ORGANIC,500,"12,732","16,556",21,525,"4,172"
Januari,1/10/2019,Strawberry Spot,INSTAGRAM,image,1059,3,ORGANIC,"1,062","14,807","19,268",12,"1,074",
Januari,1/10/2019,Strawberry Spot,INSTAGRAM,image,1003,5,ORGANIC,"1,008","15,143","19,662",4,"1,012",
Januari,1/10/2019,Strawberry Spot,INSTAGRAM,image,1370,93,ORGANIC,"1,463","26,637","33,414",12,"1,475",
Januari,1/11/2019,Strawberry Spot,INSTAGRAM,image,3,,ORGANIC,3,,,,3,
Januari,1/11/2019,Strawberry Spot,INSTAGRAM,image,1137,12,ORGANIC,"1,149","19,360","24,816",4,"1,153",
Januari,1/11/2019,Strawberry Spot,INSTAGRAM,image,4249,474,PROMOTED,4723,53890,72425,31,4754,
Januari,1/11/2019,Strawberry Spot,INSTAGRAM,image,723,13,ORGANIC,736,"16,519","21,485",7,743,
Januari,1/11/2019,Strawberry Spot,INSTAGRAM,image,2134,13,ORGANIC,"2,147","27,858","35,380",8,"2,155",
Januari,1/12/2019,Strawberry Spot,INSTAGRAM,carousel,740,1,ORGANIC,741,"10,086","20,270",3,744,
Januari,1/12/2019,Strawberry Spot,INSTAGRAM,image,545,3,ORGANIC,548,"12,027","15,896",4,552,
Januari,1/12/2019,Strawberry Spot,INSTAGRAM,image,2139,197,ORGANIC,"2,336","35,170","46,010",14,"2,368",
Januari,1/12/2019,Strawberry Spot,INSTAGRAM,image,89,,ORGANIC,89,,,,89,
Januari,1/12/2019,Strawberry Spot,INSTAGRAM,video,162,2,ORGANIC,164,"1,641","2,434",2,166,592
Januari,1/13/2019,Strawberry Spot,INSTAGRAM,video,692,10,ORGANIC,702,"12,568","18,250",4,706,"4,431"
Januari,1/13/2019,Strawberry Spot,INSTAGRAM,image,2134,26,ORGANIC,"2,160","28,318","36,198",14,"2,174",
Januari,1/13/2019,Strawberry Spot,INSTAGRAM,image,1920,60,ORGANIC,"1,980","36,217","45,658",12,"1,992",
Januari,1/13/2019,Strawberry Spot,INSTAGRAM,image,752,1,ORGANIC,753,"13,348","17,751",21,774,
Januari,1/14/2019,Strawberry Spot,INSTAGRAM,image,636,,ORGANIC,636,"11,695","15,344",7,643,
Januari,1/14/2019,Strawberry Spot,INSTAGRAM,image,398,1,ORGANIC,399,"7,914","11,008",0,399,
Januari,1/14/2019,Strawberry Spot,INSTAGRAM,image,1644,74,ORGANIC,"1,718","28,060","36,750",9,"1,727",
Januari,1/14/2019,Strawberry Spot,INSTAGRAM,image,423,,ORGANIC,423,"8,040","11,242",1,424,
Januari,1/15/2019,Strawberry Spot,INSTAGRAM,image,1235,15,ORGANIC,"1,250","16,978","22,472",9,"1,259",
Januari,1/15/2019,Strawberry Spot,INSTAGRAM,image,670,4,ORGANIC,674,"11,865","15,849",3,677,
Januari,1/15/2019,Strawberry Spot,INSTAGRAM,image,586,2,ORGANIC,588,"10,837","13,727",5,593,
Januari,1/15/2019,Strawberry Spot,INSTAGRAM,image,1387,102,ORGANIC,"1,489","22,568","28,758",9,"1,498",
Januari,1/16/2019,Strawberry Spot,INSTAGRAM,image,467,,ORGANIC,467,"8,523","11,603",2,469,
Januari,1/16/2019,Strawberry Spot,INSTAGRAM,image,437,,ORGANIC,437,"8,212","11,417",1,438,
Januari,1/16/2019,Strawberry Spot,INSTAGRAM,image,2415,53,ORGANIC,"2,468","35,079","44,532",15,"2,483",
Januari,1/16/2019,Strawberry Spot,INSTAGRAM,image,602,,ORGANIC,602,"10,744","14,214",4,606,
Januari,1/17/2019,Strawberry Spot,INSTAGRAM,image,1095,12,ORGANIC,"1,107","18,230","22,533",14,"1,121",
Januari,1/17/2019,Strawberry Spot,INSTAGRAM,image,650,7,ORGANIC,657,"10,734","14,288",1,658,
Januari,1/17/2019,Strawberry Spot,INSTAGRAM,image,335,1,ORGANIC,336,"7,268","10,013",1,337,
Januari,1/17/2019,Strawberry Spot,INSTAGRAM,image,1318,185,ORGANIC,"1,503","23,399","30,278",21,"1,524",
Januari,1/18/2019,Strawberry Spot,INSTAGRAM,image,930,5,ORGANIC,935,"15,617","19,646",9,944,
Januari,1/18/2019,Strawberry Spot,INSTAGRAM,image,963,8,ORGANIC,971,"14,285","18,559",4,975,
Januari,1/18/2019,Strawberry Spot,INSTAGRAM,image,2111,394,ORGANIC,"2,505","34,098","42,880",22,"2,567",
Januari,1/18/2019,Strawberry Spot,INSTAGRAM,image,451,,ORGANIC,451,"8,132","11,413",2,453,
Januari,1/19/2019,Strawberry Spot,INSTAGRAM,image,1618,32,ORGANIC,"1,650","24,047","31,784",14,"1,667",
Januari,1/19/2019,Strawberry Spot,INSTAGRAM,image,940,5,ORGANIC,945,"14,770","19,909",6,951,
Januari,1/19/2019,Strawberry Spot,INSTAGRAM,image,1675,469,ORGANIC,"2,144","29,377","38,901",22,"2,176",
Januari,1/19/2019,Strawberry Spot,INSTAGRAM,image,741,3,ORGANIC,744,"13,390","17,772",19,763,
Januari,1/20/2019,Strawberry Spot,INSTAGRAM,image,415,3,ORGANIC,418,"9,574","12,733",1,419,
Januari,1/20/2019,Strawberry Spot,INSTAGRAM,video,271,3,ORGANIC,274,"6,630","9,445",0,274,"1,333"
Januari,1/20/2019,Strawberry Spot,INSTAGRAM,image,1051,75,ORGANIC,"1,126","19,785","25,370",11,"1,137",
Januari,1/20/2019,Strawberry Spot,INSTAGRAM,image,635,7,ORGANIC,642,"12,006","15,822",8,650,
Januari,1/21/2019,Strawberry Spot,INSTAGRAM,image,621,2,ORGANIC,623,"11,576","14,904",5,628,
Januari,1/21/2019,Strawberry Spot,INSTAGRAM,image,2258,18,ORGANIC,"2,276","27,887","36,472",7,"2,283",
Januari,1/21/2019,Strawberry Spot,INSTAGRAM,image,1634,246,ORGANIC,"1,880","24,802","31,973",9,"1,889",
Januari,1/21/2019,Strawberry Spot,INSTAGRAM,image,495,1,ORGANIC,496,"9,727","12,962",3,499,
Januari,1/22/2019,Strawberry Spot,INSTAGRAM,image,1003,22,ORGANIC,"1,025","16,403","20,867",6,"1,031",
Januari,1/22/2019,Strawberry Spot,INSTAGRAM,image,1202,7,ORGANIC,"1,209","20,015","25,436",19,"1,228",
Januari,1/22/2019,Strawberry Spot,INSTAGRAM,image,422,6,ORGANIC,428,"9,481","12,782",2,430,
Januari,1/22/2019,Strawberry Spot,INSTAGRAM,image,1799,8,ORGANIC,"1,807","21,878","27,861",5,"1,812",
Januari,1/23/2019,Strawberry Spot,INSTAGRAM,image,1236,36,ORGANIC,"1,272","20,327","26,148",24,"1,296",
Januari,1/23/2019,Strawberry Spot,INSTAGRAM,image,520,2,ORGANIC,522,"9,646","12,486",3,525,
Januari,1/23/2019,Strawberry Spot,INSTAGRAM,image,626,29,ORGANIC,655,"11,473","15,169",0,655,
Januari,1/23/2019,Strawberry Spot,INSTAGRAM,image,3156,74,ORGANIC,"3,230","33,733","44,677",23,"3,253",
Januari,1/24/2019,Strawberry Spot,INSTAGRAM,image,312,,ORGANIC,312,"7,024","9,574",1,313,
Januari,1/24/2019,Strawberry Spot,INSTAGRAM,image,1558,14,ORGANIC,"1,572","17,614","23,303",7,"1,579",
Januari,1/24/2019,Strawberry Spot,INSTAGRAM,image,771,57,ORGANIC,828,"16,297","21,280",4,832,
Januari,1/24/2019,Strawberry Spot,INSTAGRAM,image,4590,309,PROMOTED,4899,59950,77173,55,4954,
Januari,1/25/2019,Strawberry Spot,INSTAGRAM,image,1080,13,ORGANIC,"1,093","17,421","21,739",20,"1,113",
Januari,1/25/2019,Strawberry Spot,INSTAGRAM,image,789,9,ORGANIC,798,"12,204","15,716",4,802,
Januari,1/25/2019,Strawberry Spot,INSTAGRAM,carousel,2950,154,ORGANIC,"3,104","29,309","50,585",68,"3,172",
Januari,1/25/2019,Strawberry Spot,INSTAGRAM,image,609,28,ORGANIC,637,"12,011","15,831",0,637,
Januari,1/25/2019,Strawberry Spot,INSTAGRAM,image,1957,31,ORGANIC,"1,988","27,453","34,731",41,"2,029",
Januari,1/26/2019,Strawberry Spot,INSTAGRAM,image,2690,88,ORGANIC,"2,778","31,844","40,993",18,"2,796",
Januari,1/26/2019,Strawberry Spot,INSTAGRAM,image,899,4,ORGANIC,903,"14,346","18,429",8,911,
Januari,1/26/2019,Strawberry Spot,INSTAGRAM,image,1048,154,ORGANIC,"1,202","17,091","22,670",2,"1,204",
Januari,1/26/2019,Strawberry Spot,INSTAGRAM,image,1028,11,ORGANIC,"1,039","16,941","22,011",21,"1,060",
Januari,1/27/2019,Strawberry Spot,INSTAGRAM,image,1045,19,ORGANIC,"1,064","16,618","21,645",10,"1,074",
Januari,1/27/2019,Strawberry Spot,INSTAGRAM,video,624,4,ORGANIC,628,"12,548","16,196",22,650,"4,240"
Januari,1/27/2019,Strawberry Spot,INSTAGRAM,image,685,15,ORGANIC,700,"15,328","19,670",4,704,
Januari,1/27/2019,Strawberry Spot,INSTAGRAM,image,589,1,ORGANIC,590,"11,201","14,811",15,605,
Januari,1/28/2019,Strawberry Spot,INSTAGRAM,image,1380,14,ORGANIC,"1,394","19,373","24,789",13,"1,407",
Januari,1/28/2019,Strawberry Spot,INSTAGRAM,image,604,,ORGANIC,604,"9,766","13,592",1,605,
Januari,1/28/2019,Strawberry Spot,INSTAGRAM,image,1108,126,ORGANIC,"1,234","20,578","26,498",8,"1,242",
Januari,1/28/2019,Strawberry Spot,INSTAGRAM,image,1141,6,ORGANIC,"1,147","19,521","24,694",19,"1,166",
Januari,1/29/2019,Strawberry Spot,INSTAGRAM,image,495,3,ORGANIC,498,"9,885","13,660",4,502,
Januari,1/29/2019,Strawberry Spot,INSTAGRAM,image,1145,8,ORGANIC,"1,153","16,024","20,512",3,"1,156",
Januari,1/29/2019,Strawberry Spot,INSTAGRAM,image,929,77,ORGANIC,"1,006","18,771","23,891",11,"1,017",
Januari,1/29/2019,Strawberry Spot,INSTAGRAM,image,4089,37,PROMOTED,4126,64384,78107,112,4238,
Januari,1/30/2019,Strawberry Spot,INSTAGRAM,image,774,4,ORGANIC,778,"14,656","18,909",9,787,
Januari,1/30/2019,Strawberry Spot,INSTAGRAM,image,1315,28,ORGANIC,"1,343","18,820","24,198",4,"1,347",
Januari,1/30/2019,Strawberry Spot,INSTAGRAM,image,771,48,ORGANIC,819,"16,283","21,579",4,823,
Januari,1/30/2019,Strawberry Spot,INSTAGRAM,image,3580,95,ORGANIC,"3,675","45,873","58,680",47,"3,722",
Januari,1/31/2019,Strawberry Spot,INSTAGRAM,image,1239,12,ORGANIC,"1,251","15,611","20,870",4,"1,255",
Januari,1/31/2019,Strawberry Spot,INSTAGRAM,image,856,8,ORGANIC,864,"15,071","19,796",2,866,
Januari,1/31/2019,Strawberry Spot,INSTAGRAM,carousel,1259,70,ORGANIC,"1,329","19,938","32,086",5,"1,334",
Januari,1/31/2019,Strawberry Spot,INSTAGRAM,image,3944,124,ORGANIC,"4,068","55,599","70,016",136,"4,204",
Februari,2/1/2019,Strawberry Spot,INSTAGRAM,image,679,3,ORGANIC,682,"11,450","15,451",9,691,
Februari,2/1/2019,Strawberry Spot,INSTAGRAM,video,928,3,ORGANIC,931,"14,721","18,595",14,945,"6,701"
Februari,2/1/2019,Strawberry Spot,INSTAGRAM,image,486,2,ORGANIC,488,"11,221","14,874",3,491,
Februari,2/1/2019,Strawberry Spot,INSTAGRAM,image,2036,21,ORGANIC,"2,057","30,320","37,962",17,"2,074",
Februari,2/2/2019,Strawberry Spot,INSTAGRAM,image,715,11,ORGANIC,726,"12,841","16,857",7,733,
Februari,2/2/2019,Strawberry Spot,INSTAGRAM,image,1117,5,ORGANIC,"1,122","16,930","21,757",10,"1,132",
Februari,2/2/2019,Strawberry Spot,INSTAGRAM,image,3116,440,ORGANIC,"3,556","45,307","61,443",35,"3,591",
Februari,2/2/2019,Strawberry Spot,INSTAGRAM,image,781,1,ORGANIC,782,"13,403","17,879",18,800,
Februari,2/3/2019,Strawberry Spot,INSTAGRAM,image,1410,16,ORGANIC,"1,426","21,517","28,558",7,"1,433",
Februari,2/3/2019,Strawberry Spot,INSTAGRAM,image,685,3,ORGANIC,688,"13,039","17,505",5,693,
Februari,2/3/2019,Strawberry Spot,INSTAGRAM,image,494,7,ORGANIC,501,"10,117","14,253",0,501,
Februari,2/3/2019,Strawberry Spot,INSTAGRAM,image,2054,32,ORGANIC,"2,086","26,350","35,100",23,"2,109",
Februari,2/3/2019,Strawberry Spot,INSTAGRAM,image,641,2,ORGANIC,643,"11,772","15,727",8,651,
Februari,2/4/2019,Strawberry Spot,INSTAGRAM,image,12474,553,PROMOTED,13027,92165,129107,55,13081,
Februari,2/4/2019,Strawberry Spot,INSTAGRAM,image,836,2,ORGANIC,838,"14,434","18,711",7,845,
